site_id,site_name,stu_id,ssid,grade,first_name,middle_name,last_name,gender,email,birth_date,gradyr,race,frmcode,english_status,entry_date,exit_date,disability,sped_exit,dwelling_type,migrant,foster,code_504,schoolyr
67_67399_5136978,Central Junior High School,67013019,,7,babali,,duda,F,babali.duda@mail.org,3/5/13,2031,700,1,,8/12/24,,,,0,N,N,0,2026-2027
67_67399_5136971,Adams Elementary School,67012968,,6,bryon,manvik,cade,M,bryon.cade@mail.org,9/16/15,2033,700,0,RFEP,8/12/24,,OHI,,0,N,N,1,2026-2027
67_67399_5136978,Central Junior High School,67013004,1007462902 r,7,buster,,lacy,M,buster.lacy@mail.org,1/6/14,2032,600,1,RFEP,,,AUT,,0,N,N,0,2026-2027
67_67399_5136971,Adams Elementary School,67012841,1005832413,4,cable,,puente,M,cable.puente@mail.org,6/5/17,2035,600,1,EO,8/12/24,,,,0,N,N,0,2026-2027
67_67399_5136978,Central Junior High School,67013056,1007983058,8,cailie,,lund,F,cailie.lund@mail.org,10/19/12,2031,500,1,RFEP,8/12/24,,,,0,N,N,0,2026-2027
67_67399_5136978,Central Junior High School,67013095,1008373175,8,caleb,daiyan,belt,M,caleb.belt@mail.org,6/19/13,2031,500,1,RFEP,8/12/24,,,,1,N,N,0,2026-2027
67_67399_5136978,Central Junior High School,67013087,1008293151,8,cartell,,donovan,M,cartell.donovan@mail.org,7/24/13,2031,700,1,EL,8/12/24,,,,0,N,N,0,2026-2027
67_67399_5136978,Central Junior High School,67013036,1007782998,7,cashen,,burroughs,M,cashen.burroughs@mail.org,1/24/14,2032,500,1,RFEP,8/12/24,,,,1,N,N,0,2026-2027
67_67399_5136971,Adams Elementary School,67012743,1004852119,2,castle,,kauffman,M,castle.kauffman@mail.org,9/27/18,2037,200,0,,8/12/24,,,,0,N,N,0,2026-2027
67_67399_5136971,Adams Elementary School,67012768,1005102194,3,cataia,,benoit,F,cataia.benoit@mail.org,2/2/18,2036,700,0,RFEP,8/12/24,,,,1,N,N,0,2026-2027
67_67399_5136971,Adams Elementary School,67012964,1007062782,6,catria,myara,whittaker,F,catria.whittaker@mail.org,6/20/15,2033,600,1,EO,8/12/24,,,,0,N,N,0,2026-2027
67_67399_5136971,Adams Elementary School,67012756,1004982158,3,chakiya,rondia,lyle,F,chakiya.lyle@mail.org,10/21/17,2036,500,1,EO,8/12/24,,,,0,N,N,0,2026-2027
67_67399_5136978,Central Junior High School,67013119,1008613247,8,chariya,,coe,F,chariya.coe@mail.org,10/6/12,2031,700,0,RFEP,8/12/24,,,,0,N,N,0,2026-2027
67_67399_5136978,Central Junior High School,67013085,1008273145,8,charyis,brennda,anders,F,charyis.anders@mail.org,1/6/13,2031,500,1,EL,1/17/25,,SLI,,0,N,N,0,2026-2027
67_67399_5136971,Adams Elementary School,67012684,1004261942,1,chase,,gillen,M,chase.gillen@mail.org,9/19/19,2036,600,1,EL,8/12/24,,SLI,,0,N,N,0,2026-2027
67_67399_5136971,Adams Elementary School,67012857,1005992461,4,cherron,,yanez,F,cherron.yanez@mail.org,8/4/17,2036,700,1,EL,8/12/24,,,,0,N,N,0,2026-2027
67_67399_5136978,Central Junior High School,67013105,1008473205,8,chido,bhateri,hefner,F,chido.hefner@mail.org,3/23/13,2031,500,1,RFEP,8/12/24,,SLI,,0,N,N,0,2026-2027
67_67399_5136971,Adams Elementary School,67012859,1006012467,5,chiew,rhedyn,back,F,chiew.back@mail.org,2/18/16,2032,700,1,EL,8/12/24,,,,0,Y,N,0,2026-2027
67_67399_5136971,Adams Elementary School,67012981,1007232833,6,ciandra,,rizzo,F,ciandra.rizzo@mail.org,8/24/15,2033,600,0,,8/12/24,,,,1,Y,N,0,2026-2027
67_67399_5136978,Central Junior High School,67013014,1007562932,7,clavin,keydren,wong,M,clavin.wong@mail.org,11/24/13,2032,600,1,RFEP,8/12/24,,AUT,,1,N,N,0,2026-2027
