site_id,site_name,stu_id,ssid,grade,first_name,middle_name,last_name,gender,email,birth_date,gradyr,race,frmcode,english_status,entry_date,exit_date,disability,sped_exit,dwelling_type,migrant,foster,code_504,schoolyr
67_67399_5136971,Adams Elementary School,67013019,,5,babali,,duda,F,babali.duda@mail.org,3/5/13,2031,700,1,,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012968,,4,bryon,manvik,cade,M,bryon.cade@mail.org,9/16/15,2033,700,0,RFEP,8/12/24,,OHI,,0,N,N,1,2024-2025
67_67399_5136971,Adams Elementary School,67013004,1007462902 r,5,buster,,lacy,M,buster.lacy@mail.org,1/6/14,2032,600,1,RFEP,,,AUT,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012841,1005832413,2,cable,,puente,M,cable.puente@mail.org,6/5/17,2035,600,1,EO,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013056,1007983058,6,cailie,,lund,F,cailie.lund@mail.org,10/19/12,2031,500,1,RFEP,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013095,1008373175,6,caleb,daiyan,belt,M,caleb.belt@mail.org,6/19/13,2031,500,1,RFEP,8/12/24,,,,1,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013087,1008293151,6,cartell,,donovan,M,cartell.donovan@mail.org,7/24/13,2031,700,1,EL,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013036,1007782998,5,cashen,,burroughs,M,cashen.burroughs@mail.org,1/24/14,2032,500,1,RFEP,8/12/24,,,,1,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012743,1004852119,KN,castle,,kauffman,M,castle.kauffman@mail.org,9/27/18,2037,200,0,,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012768,1005102194,1,cataia,,benoit,F,cataia.benoit@mail.org,2/2/18,2036,700,0,RFEP,8/12/24,,,,1,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012964,1007062782,4,catria,myara,whittaker,F,catria.whittaker@mail.org,6/20/15,2033,600,1,EO,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012756,1004982158,1,chakiya,rondia,lyle,F,chakiya.lyle@mail.org,10/21/17,2036,500,1,EO,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013119,1008613247,6,chariya,,coe,F,chariya.coe@mail.org,10/6/12,2031,700,0,RFEP,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013085,1008273145,6,charyis,brennda,anders,F,charyis.anders@mail.org,1/6/13,2031,500,1,EL,1/17/25,,SLI,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012684,1004261942,TK,chase,,gillen,M,chase.gillen@mail.org,9/19/19,2036,600,1,EL,8/12/24,,SLI,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012857,1005992461,2,cherron,,yanez,F,cherron.yanez@mail.org,8/4/17,2036,700,1,EL,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013105,1008473205,6,chido,bhateri,hefner,F,chido.hefner@mail.org,3/23/13,2031,500,1,RFEP,8/12/24,,SLI,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012859,1006012467,3,chiew,rhedyn,back,F,chiew.back@mail.org,2/18/16,2032,700,1,EL,8/12/24,,,,0,Y,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012981,1007232833,4,ciandra,,rizzo,F,ciandra.rizzo@mail.org,8/24/15,2033,600,0,,8/12/24,,,,1,Y,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013014,1007562932,5,clavin,keydren,wong,M,clavin.wong@mail.org,11/24/13,2032,600,1,RFEP,8/12/24,,AUT,,1,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012907,1006492611,3,cleve,,guffey,M,cleve.guffey@mail.org,8/10/16,2035,700,1,EL,8/12/24,,,,1,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012746,1004882128,KN,clinton,,israel,M,clinton.israel@mail.org,5/4/19,2037,500,1,EL,8/12/24,,,,1,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012703,1004451999,KN,cloye,,pantoja,F,cloye.pantoja@mail.org,1/14/19,2037,200,1,EL,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012710,1004522020,KN,coletta,,messina,F,coletta.messina@mail.org,11/15/18,2037,700,1,EL,8/12/24,,,,1,Y,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012764,1005062182,1,conilia,,gough,F,conilia.gough@mail.org,5/16/18,2036,600,0,EL,8/12/24,,SLD,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012985,1007272845,5,corazon,lanie,rust,F,corazon.rust@mail.org,9/25/13,2032,500,0,RFEP,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013089,1008313157,6,corrynn,,olmstead,F,corrynn.olmstead@mail.org,2/25/13,2031,700,1,EO,8/12/24,,SLD,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012858,1006002464,2,coryann,verian,vickery,F,coryann.vickery@mail.org,10/8/17,2035,700,1,EL,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013080,1008223130,6,cosmin,,joyce,M,cosmin.joyce@mail.org,2/7/13,2031,700,1,RFEP,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013023,1007652959,5,criag,alikai,tribble,M,criag.tribble@mail.org,1/11/14,2032,200,1,RFEP,8/12/24,,,,1,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012698,1004401984,KN,daekwan,,truitt,M,daekwan.truitt@mail.org,5/30/19,2036,700,1,EL,8/12/24,,SLI,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012711,1004532023,KN,daeun,ineke,lundberg,F,daeun.lundberg@mail.org,3/1/19,2037,600,1,EO,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013120,1008623250,6,dajon,,abell,M,dajon.abell@mail.org,8/23/13,2031,700,1,EL,8/12/24,,AUT,,1,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012817,1005592341,2,dakoda,denzale,russ,M,dakoda.russ@mail.org,12/18/16,2035,700,1,EL,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013091,1008333163,6,damariz,,kelso,F,damariz.kelso@mail.org,12/9/12,2031,600,1,EL,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012795,1005372275,1,dannan,clidie,briscoe,F,dannan.briscoe@mail.org,7/14/18,2036,500,1,RFEP,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013021,1007632953,5,danyiel,mijah,carlos,F,danyiel.carlos@mail.org,8/1/14,2032,600,1,RFEP,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012730,1004722080,KN,darylin,,savoy,F,darylin.savoy@mail.org,10/12/18,2037,700,1,EL,8/12/24,,,,1,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012937,1006792701,4,dashell,,callender,F,dashell.callender@mail.org,2/15/15,2033,700,1,RFEP,8/12/24,,SLI,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012878,1006202524,3,dayon,,theriault,M,dayon.theriault@mail.org,3/9/16,2034,700,1,RFEP,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67013118,1008603244,6,dayonte,,bradbury,M,dayonte.bradbury@mail.org,1/5/13,2031,700,1,EL,8/12/24,,,,0,N,N,0,2024-2025
67_67399_5136971,Adams Elementary School,67012926,1006682668,4,deaire,,pfeiffer,M,deaire.pfeiffer@mail.org,6/27/15,2033,500,1,EO,8/12/24,11/13/25,,,0,N,N,0,2024-2025
